G:0B:11P:3S:1,0.3685316401,0.3685316401,0.3685316401,0.2885755997,0.2885755997,0.2885755997
G:0B:11P:4S:0,0.2873930385,0.2873930385,0.2873930385,0.205241877,0.205241877,0.205241877
G:0B:11P:4S:1,0.3788910813,0.3788910813,0.3788910813,0.2954016361,0.2954016361,0.2954016361
G:0B:12P:0S:0,0.2475839799,0.2475839799,0.2475839799,0.1795468754,0.1795468754,0.1795468754
G:0B:12P:0S:1,0.3357457612,0.3357457612,0.3357457612,0.2667097563,0.2667097563,0.2667097563
G:0B:12P:1S:0,0.2574135701,0.2574135701,0.2574135701,0.1858472636,0.1858472636,0.1858472636
G:0B:12P:1S:1,0.3461611302,0.3461611302,0.3461611302,0.2773846969,0.2773846969,0.2773846969
G:0B:12P:2S:0,0.2708835995,0.2708835995,0.2708835995,0.1946283848,0.1946283848,0.1946283848
G:0B:12P:2S:1,0.3617274568,0.3617274568,0.3617274568,0.2840913224,0.2840913224,0.2840913224
G:0B:12P:3S:0,0.2807514729,0.2807514729,0.2807514729,0.2009807572,0.2009807572,0.2009807572
G:0B:12P:3S:1,0.3719975749,0.3719975749,0.3719975749,0.2908705324,0.2908705324,0.2908705324
G:0B:12P:4S:0,0.2907801618,0.2907801618,0.2907801618,0.2074266349,0.2074266349,0.2074266349
G:0B:12P:4S:1,0.3824012941,0.3824012941,0.3824012941,0.2977200149,0.2977200149,0.2977200149
G:0B:1P:0S:0,0.2092605667,0.2092605667,0.2092605667,0.1526969924,0.1526969924,0.1526969924
G:0B:1P:0S:1,0.2938596341,0.2938596341,0.2938596341,0.2419726147,0.2419726147,0.2419726147
G:0B:1P:1S:0,0.2186655223,0.2186655223,0.2186655223,0.1606479979,0.1606479979,0.1606479979
G:0B:1P:1S:1,0.3083702887,0.3083702887,0.3083702887,0.248531769,0.248531769,0.248531769
G:0B:1P:2S:0,0.2313180453,0.2313180453,0.2313180453,0.1667938119,0.1667938119,0.1667938119
G:0B:1P:2S:1,0.318399589,0.318399589,0.318399589,0.25517139,0.25517139,0.25517139
G:0B:1P:3S:0,0.2408455375,0.2408455375,0.2408455375,0.1751299383,0.1751299383,0.1751299383
G:0B:1P:3S:1,0.3285775532,0.3285775532,0.3285775532,0.2618888414,0.2618888414,0.2618888414
G:0B:1P:4S:0,0.2505540148,0.2505540148,0.2505540148,0.1813583794,0.1813583794,0.1813583794
G:0B:1P:4S:1,0.3388977659,0.3388977659,0.3388977659,0.2726627255,0.2726627255,0.2726627255
G:0B:2P:0S:0,0.2123987322,0.2123987322,0.2123987322,0.154759538,0.154759538,0.154759538
G:0B:2P:0S:1,0.2972795034,0.2972795034,0.2972795034,0.244176186,0.244176186,0.244176186
G:0B:2P:1S:0,0.2218689702,0.2218689702,0.2218689702,0.162709148,0.162709148,0.162709148
G:0B:2P:1S:1,0.3117231589,0.3117231589,0.3117231589,0.2507627776,0.2507627776,0.2507627776
G:0B:2P:2S:0,0.2344985927,0.2344985927,0.2344985927,0.1688912904,0.1688912904,0.1688912904
G:0B:2P:2S:1,0.3218031171,0.3218031171,0.3218031171,0.2574289514,0.2574289514,0.2574289514
G:0B:2P:3S:0,0.2440878017,0.2440878017,0.2440878017,0.1772196194,0.1772196194,0.1772196194
G:0B:2P:3S:1,0.332029599,0.332029599,0.332029599,0.2641720575,0.2641720575,0.2641720575
G:0B:2P:4S:0,0.2538552502,0.2538552502,0.2538552502,0.183482435,0.183482435,0.183482435
G:0B:2P:4S:1,0.3423961461,0.3423961461,0.3423961461,0.2748988935,0.2748988935,0.2748988935
G:0B:3P:0S:0,0.2155591728,0.2155591728,0.2155591728,0.1586723524,0.1586723524,0.1586723524
G:0B:3P:0S:1,0.3051141192,0.3051141192,0.3051141192,0.2463891111,0.2463891111,0.2463891111
G:0B:3P:1S:0,0.2250936617,0.2250936617,0.2250936617,0.1647827047,0.1647827047,0.1647827047
G:0B:3P:1S:1,0.3150932856,0.3150932856,0.3150932856,0.2530028435,0.2530028435,0.2530028435
G:0B:3P:2S:0,0.2377001782,0.2377001782,0.2377001782,0.1710007169,0.1710007169,0.1710007169
G:0B:3P:2S:1,0.3252231883,0.3252231883,0.3252231883,0.2596952684,0.2596952684,0.2596952684
G:0B:3P:3S:0,0.2473501903,0.2473501903,0.2473501903,0.1793210337,0.1793210337,0.1793210337
G:0B:3P:3S:1,0.3354974584,0.3354974584,0.3354974584,0.2664637237,0.2664637237,0.2664637237
G:0B:3P:4S:0,0.2571756714,0.2571756714,0.2571756714,0.1856178083,0.1856178083,0.1856178083
G:0B:3P:4S:1,0.3459095992,0.3459095992,0.3459095992,0.277143677,0.277143677,0.277143677
G:0B:4P:0S:0,0.2187415454,0.2187415454,0.2187415454,0.160721395,0.160721395,0.160721395
G:0B:4P:0S:1,0.3084499166,0.3084499166,0.3084499166,0.2486112907,0.2486112907,0.2486112907
G:0B:4P:1S:0,0.2313935258,0.2313935258,0.2313935258,0.1668685143,0.1668685143,0.1668685143
G:0B:4P:1S:1,0.3184804313,0.3184804313,0.3184804313,0.2552518653,0.2552518653,0.2552518653
G:0B:4P:2S:0,0.240922498,0.240922498,0.240922498,0.1752043662,0.1752043662,0.1752043662
G:0B:4P:2S:1,0.3286595591,0.3286595591,0.3286595591,0.2619702382,0.2619702382,0.2619702382
G:0B:4P:3S:0,0.2506323902,0.2506323902,0.2506323902,0.1814340421,0.1814340421,0.1814340421
G:0B:4P:3S:1,0.3389808836,0.3389808836,0.3389808836,0.2727424393,0.2727424393,0.2727424393
G:0B:4P:4S:0,0.2641916601,0.2641916601,0.2641916601,0.187764357,0.187764357,0.187764357
G:0B:4P:4S:1,0.3494378745,0.3494378745,0.3494378745,0.2793969896,0.2793969896,0.2793969896
G:0B:5P:0S:0,0.2219455031,0.2219455031,0.2219455031,0.1627829909,0.1627829909,0.1627829909
G:0B:5P:0S:1,0.3118032004,0.3118032004,0.3118032004,0.2508426246,0.2508426246,0.2508426246
G:0B:5P:1S:0,0.2345745777,0.2345745777,0.2345745777,0.1689664222,0.1689664222,0.1689664222
G:0B:5P:1S:1,0.3218843561,0.3218843561,0.3218843561,0.2575097412,0.2575097412,0.2575097412
G:0B:5P:2S:0,0.244165245,0.244165245,0.244165245,0.1772944687,0.1772944687,0.1772944687
G:0B:5P:2S:1,0.3321119843,0.3321119843,0.3321119843,0.2642537578,0.2642537578,0.2642537578
G:0B:5P:3S:0,0.2539340861,0.2539340861,0.2539340861,0.1835585043,0.1835585043,0.1835585043
G:0B:5P:3S:1,0.3424796256,0.3424796256,0.3424796256,0.2749789165,0.2749789165,0.2749789165
G:0B:5P:4S:0,0.2674497316,0.2674497316,0.2674497316,0.1923559918,0.1923559918,0.1923559918
G:0B:5P:4S:1,0.3581451793,0.3581451793,0.3581451793,0.2816587445,0.2816587445,0.2816587445
G:0B:6P:0S:0,0.2251706961,0.2251706961,0.2251706961,0.1648569878,0.1648569878,0.1648569878
G:0B:6P:0S:1,0.3151737351,0.3151737351,0.3151737351,0.2530830121,0.2530830121,0.2530830121
G:0B:6P:1S:0,0.2377766604,0.2377766604,0.2377766604,0.1710762725,0.1710762725,0.1710762725
G:0B:6P:1S:1,0.3253048182,0.3253048182,0.3253048182,0.2597763689,0.2597763689,0.2597763689
G:0B:6P:2S:0,0.2474281089,0.2474281089,0.2474281089,0.1793962995,0.1793962995,0.1793962995
G:0B:6P:2S:1,0.3355802172,0.3355802172,0.3355802172,0.2665457239,0.2665457239,0.2665457239
G:0B:6P:3S:0,0.2572549603,0.2572549603,0.2572549603,0.1856942791,0.1856942791,0.1856942791
G:0B:6P:3S:1,0.3459934345,0.3459934345,0.3459934345,0.2772240061,0.2772240061,0.2772240061
G:0B:6P:4S:0,0.2707270604,0.2707270604,0.2707270604,0.1944764968,0.1944764968,0.1944764968
G:0B:6P:4S:1,0.3615642506,0.3615642506,0.3615642506,0.2839288544,0.2839288544,0.2839288544
G:0B:7P:0S:0,0.2314690184,0.2314690184,0.2314690184,0.1669432322,0.1669432322,0.1669432322
G:0B:7P:0S:1,0.3185612831,0.3185612831,0.3185612831,0.2553323518,0.2553323518,0.2553323518
G:0B:7P:1S:0,0.2409994701,0.2409994701,0.2409994701,0.1752788092,0.1752788092,0.1752788092
G:0B:7P:1S:1,0.3287415741,0.3287415741,0.3287415741,0.2620516459,0.2620516459,0.2620516459
G:0B:7P:2S:0,0.2507107767,0.2507107767,0.2507107767,0.1815097193,0.1815097193,0.1815097193
G:0B:7P:2S:1,0.33906401,0.33906401,0.33906401,0.2728221643,0.2728221643,0.2728221643
G:0B:7P:3S:0,0.2642690074,0.2642690074,0.2642690074,0.1878412244,0.1878412244,0.1878412244
G:0B:7P:3S:1,0.3495220596,0.3495220596,0.3495220596,0.2794776217,0.2794776217,0.2794776217
G:0B:7P:4S:0,0.2740233771,0.2740233771,0.2740233771,0.1966080267,0.1966080267,0.1966080267
G:0B:7P:4S:1,0.3649990263,0.3649990263,0.3649990263,0.2862072312,0.2862072312,0.2862072312
G:0B:8P:0S:0,0.2346505745,0.2346505745,0.2346505745,0.1690415693,0.1690415693,0.1690415693
G:0B:8P:0S:1,0.3219656044,0.3219656044,0.3219656044,0.2575905421,0.2575905421,0.2575905421
G:0B:8P:1S:0,0.2442426997,0.2442426997,0.2442426997,0.1773693329,0.1773693329,0.1773693329
G:0B:8P:1S:1,0.3321943785,0.3321943785,0.3321943785,0.2643354689,0.2643354689,0.2643354689
G:0B:8P:2S:0,0.2540129329,0.2540129329,0.2540129329,0.183634588,0.183634588,0.183634588
G:0B:8P:2S:1,0.3425631136,0.3425631136,0.3425631136,0.2750589505,0.2750589505,0.2750589505
G:0B:8P:3S:0,0.2675275405,0.2675275405,0.2675275405,0.1924315328,0.1924315328,0.1924315328
G:0B:8P:3S:1,0.3582264017,0.3582264017,0.3582264017,0.2817396765,0.2817396765,0.2817396765
G:0B:8P:4S:0,0.2773384092,0.2773384092,0.2773384092,0.1987504563,0.1987504563,0.1987504563
G:0B:8P:4S:1,0.3684493034,0.3684493034,0.3684493034,0.2884937868,0.2884937868,0.2884937868
G:0B:9P:0S:0,0.2378531543,0.2378531543,0.2378531543,0.1732741789,0.1732741789,0.1732741789
G:0B:9P:0S:1,0.3253864574,0.3253864574,0.3253864574,0.2598574805,0.2598574805,0.2598574805
G:0B:9P:1S:0,0.2475060388,0.2475060388,0.2475060388,0.17947158,0.17947158,0.17947158
G:0B:9P:1S:1,0.3356629848,0.3356629848,0.3356629848,0.2666277348,0.2666277348,0.2666277348
G:0B:9P:2S:0,0.2573342599,0.2573342599,0.2573342599,0.1857707643,0.1857707643,0.1857707643
G:0B:9P:2S:1,0.3460772782,0.3460772782,0.3460772782,0.2773043461,0.2773043461,0.2773043461
G:0B:9P:3S:0,0.2708053246,0.2708053246,0.2708053246,0.1945524337,0.1945524337,0.1945524337
G:0B:9P:3S:1,0.3616458492,0.3616458492,0.3616458492,0.2840100831,0.2840100831,0.2840100831
G:0B:9P:4S:0,0.280671882,0.280671882,0.280671882,0.2009036594,0.2009036594,0.2009036594
G:0B:9P:4S:1,0.3719148765,0.3719148765,0.3719148765,0.2907884323,0.2907884323,0.2907884323
G:10B:0P:0S:0,0.2219455031,0.2219455031,0.2219455031,0.1627829909,0.1627829909,0.1627829909
G:10B:0P:0S:1,0.3118032004,0.3118032004,0.3118032004,0.2508426246,0.2508426246,0.2508426246
G:10B:0P:1S:0,0.2345745777,0.2345745777,0.2345745777,0.1689664222,0.1689664222,0.1689664222
G:10B:0P:1S:1,0.3218843561,0.3218843561,0.3218843561,0.2575097412,0.2575097412,0.2575097412
G:10B:0P:2S:0,0.244165245,0.244165245,0.244165245,0.1772944687,0.1772944687,0.1772944687
G:10B:0P:2S:1,0.3321119843,0.3321119843,0.3321119843,0.2642537578,0.2642537578,0.2642537578
G:10B:0P:3S:0,0.2539340861,0.2539340861,0.2539340861,0.1835585043,0.1835585043,0.1835585043
G:10B:0P:3S:1,0.3424796256,0.3424796256,0.3424796256,0.2749789165,0.2749789165,0.2749789165
G:10B:0P:4S:0,0.2674497316,0.2674497316,0.2674497316,0.1923559918,0.1923559918,0.1923559918
G:10B:0P:4S:1,0.3581451793,0.3581451793,0.3581451793,0.2816587445,0.2816587445,0.2816587445
G:10B:10P:0S:0,0.257492891,0.257492891,0.257492891,0.1859237772,0.1859237772,0.1859237772
G:10B:10P:0S:1,0.3462449907,0.3462449907,0.3462449907,0.2774650586,0.2774650586,0.2774650586
G:10B:10P:1S:0,0.2709618851,0.2709618851,0.2709618851,0.1947043498,0.1947043498,0.1947043498
G:10B:10P:1S:1,0.3618090733,0.3618090733,0.3618090733,0.2841725723,0.2841725723,0.2841725723
G:10B:10P:2S:0,0.280831074,0.280831074,0.280831074,0.2010578685,0.2010578685,0.2010578685
G:10B:10P:2S:1,0.3720802818,0.3720802818,0.3720802818,0.2909526428,0.2909526428,0.2909526428
G:10B:10P:3S:0,0.2908610198,0.2908610198,0.2908610198,0.2075048525,0.2075048525,0.2075048525
G:10B:10P:3S:1,0.3824850476,0.3824850476,0.3824850476,0.2978029577,0.2978029577,0.2978029577
G:10B:10P:4S:0,0.3054310544,0.3054310544,0.3054310544,0.2168197362,0.2168197362,0.2168197362
G:10B:10P:4S:1,0.3930178305,0.3930178305,0.3930178305,0.3047211771,0.3047211771,0.3047211771
G:10B:11P:0S:0,0.2645011156,0.2645011156,0.2645011156,0.1880719108,0.1880719108,0.1880719108
G:10B:11P:0S:1,0.3497746646,0.3497746646,0.3497746646,0.2797195826,0.2797195826,0.2797195826
G:10B:11P:1S:0,0.2742595476,0.2742595476,0.2742595476,0.1968370536,0.1968370536,0.1968370536
G:10B:11P:1S:1,0.365244963,0.365244963,0.365244963,0.2864518297,0.2864518297,0.2864518297
G:10B:11P:2S:0,0.2841835682,0.2841835682,0.2841835682,0.2032224736,0.2032224736,0.2032224736
G:10B:11P:2S:1,0.3755616573,0.3755616573,0.3755616573,0.2932558571,0.2932558571,0.2932558571
G:10B:11P:3S:0,0.2942658722,0.2942658722,0.2942658722,0.2097002349,0.2097002349,0.2097002349
G:10B:11P:3S:1,0.3860100606,0.3860100606,0.3860100606,0.3001293422,0.3001293422,0.3001293422
G:10B:11P:4S:0,0.3087685273,0.3087685273,0.3087685273,0.2189908793,0.2189908793,0.2189908793
G:10B:11P:4S:1,0.3965845951,0.3965845951,0.3965845951,0.3117996259,0.3117996259,0.3117996259
G:10B:12P:0S:0,0.2677610327,0.2677610327,0.2677610327,0.1926582413,0.1926582413,0.1926582413
G:10B:12P:0S:1,0.358470123,0.358470123,0.358470123,0.2819825364,0.2819825364,0.2819825364
G:10B:12P:1S:0,0.2775759061,0.2775759061,0.2775759061,0.1989806435,0.1989806435,0.1989806435
G:10B:12P:1S:1,0.3686963395,0.3686963395,0.3686963395,0.2887392563,0.2887392563,0.2887392563
G:10B:12P:2S:0,0.2875539331,0.2875539331,0.2875539331,0.2053975881,0.2053975881,0.2053975881
G:10B:12P:2S:1,0.3790579033,0.3790579033,0.3790579033,0.2955669762,0.2955669762,0.2955669762
G:10B:12P:3S:0,0.2976877539,0.2976877539,0.2976877539,0.214735795,0.214735795,0.214735795
G:10B:12P:3S:1,0.389549314,0.389549314,0.389549314,0.3024633644,0.3024633644,0.3024633644
G:10B:12P:4S:0,0.3121234642,0.3121234642,0.3121234642,0.2211721125,0.2211721125,0.2211721125
G:10B:12P:4S:1,0.4001649599,0.4001649599,0.4001649599,0.3140722991,0.3140722991,0.3140722991
G:10B:1P:0S:0,0.2251706961,0.2251706961,0.2251706961,0.1648569878,0.1648569878,0.1648569878
G:10B:1P:0S:1,0.3151737351,0.3151737351,0.3151737351,0.2530830121,0.2530830121,0.2530830121
G:10B:1P:1S:0,0.2377766604,0.2377766604,0.2377766604,0.1710762725,0.1710762725,0.1710762725
G:10B:1P:1S:1,0.3253048182,0.3253048182,0.3253048182,0.2597763689,0.2597763689,0.2597763689
G:10B:1P:2S:0,0.2474281089,0.2474281089,0.2474281089,0.1793962995,0.1793962995,0.1793962995
G:10B:1P:2S:1,0.3355802172,0.3355802172,0.3355802172,0.2665457239,0.2665457239,0.2665457239
G:10B:1P:3S:0,0.2572549603,0.2572549603,0.2572549603,0.1856942791,0.1856942791,0.1856942791
G:10B:1P:3S:1,0.3459934345,0.3459934345,0.3459934345,0.2772240061,0.2772240061,0.2772240061
G:10B:1P:4S:0,0.2707270604,0.2707270604,0.2707270604,0.1944764968,0.1944764968,0.1944764968
G:10B:1P:4S:1,0.3615642506,0.3615642506,0.3615642506,0.2839288544,0.2839288544,0.2839288544
G:10B:2P:0S:0,0.2314690184,0.2314690184,0.2314690184,0.1669432322,0.1669432322,0.1669432322
G:10B:2P:0S:1,0.3185612831,0.3185612831,0.3185612831,0.2553323518,0.2553323518,0.2553323518
G:10B:2P:1S:0,0.2409994701,0.2409994701,0.2409994701,0.1752788092,0.1752788092,0.1752788092
G:10B:2P:1S:1,0.3287415741,0.3287415741,0.3287415741,0.2620516459,0.2620516459,0.2620516459
G:10B:2P:2S:0,0.2507107767,0.2507107767,0.2507107767,0.1815097193,0.1815097193,0.1815097193
G:10B:2P:2S:1,0.33906401,0.33906401,0.33906401,0.2728221643,0.2728221643,0.2728221643
G:10B:2P:3S:0,0.2642690074,0.2642690074,0.2642690074,0.1878412244,0.1878412244,0.1878412244
G:10B:2P:3S:1,0.3495220596,0.3495220596,0.3495220596,0.2794776217,0.2794776217,0.2794776217
G:10B:2P:4S:0,0.2740233771,0.2740233771,0.2740233771,0.1966080267,0.1966080267,0.1966080267
G:10B:2P:4S:1,0.3649990263,0.3649990263,0.3649990263,0.2862072312,0.2862072312,0.2862072312
G:10B:3P:0S:0,0.2346505745,0.2346505745,0.2346505745,0.1690415693,0.1690415693,0.1690415693
G:10B:3P:0S:1,0.3219656044,0.3219656044,0.3219656044,0.2575905421,0.2575905421,0.2575905421
G:10B:3P:1S:0,0.2442426997,0.2442426997,0.2442426997,0.1773693329,0.1773693329,0.1773693329
G:10B:3P:1S:1,0.3321943785,0.3321943785,0.3321943785,0.2643354689,0.2643354689,0.2643354689
G:10B:3P:2S:0,0.2540129329,0.2540129329,0.2540129329,0.183634588,0.183634588,0.183634588
G:10B:3P:2S:1,0.3425631136,0.3425631136,0.3425631136,0.2750589505,0.2750589505,0.2750589505
G:10B:3P:3S:0,0.2675275405,0.2675275405,0.2675275405,0.1924315328,0.1924315328,0.1924315328
G:10B:3P:3S:1,0.3582264017,0.3582264017,0.3582264017,0.2817396765,0.2817396765,0.2817396765
G:10B:3P:4S:0,0.2773384092,0.2773384092,0.2773384092,0.1987504563,0.1987504563,0.1987504563
G:10B:3P:4S:1,0.3684493034,0.3684493034,0.3684493034,0.2884937868,0.2884937868,0.2884937868
G:10B:4P:0S:0,0.2378531543,0.2378531543,0.2378531543,0.1732741789,0.1732741789,0.1732741789
G:10B:4P:0S:1,0.3253864574,0.3253864574,0.3253864574,0.2598574805,0.2598574805,0.2598574805
G:10B:4P:1S:0,0.2475060388,0.2475060388,0.2475060388,0.17947158,0.17947158,0.17947158
G:10B:4P:1S:1,0.3356629848,0.3356629848,0.3356629848,0.2666277348,0.2666277348,0.2666277348
G:10B:4P:2S:0,0.2573342599,0.2573342599,0.2573342599,0.1857707643,0.1857707643,0.1857707643
G:10B:4P:2S:1,0.3460772782,0.3460772782,0.3460772782,0.2773043461,0.2773043461,0.2773043461
G:10B:4P:3S:0,0.2708053246,0.2708053246,0.2708053246,0.1945524337,0.1945524337,0.1945524337
G:10B:4P:3S:1,0.3616458492,0.3616458492,0.3616458492,0.2840100831,0.2840100831,0.2840100831
G:10B:4P:4S:0,0.280671882,0.280671882,0.280671882,0.2009036594,0.2009036594,0.2009036594
G:10B:4P:4S:1,0.3719148765,0.3719148765,0.3719148765,0.2907884323,0.2907884323,0.2907884323
G:10B:5P:0S:0,0.2410764538,0.2410764538,0.2410764538,0.1753532673,0.1753532673,0.1753532673
G:10B:5P:0S:1,0.3288235982,0.3288235982,0.3288235982,0.2621330644,0.2621330644,0.2621330644
G:10B:5P:1S:0,0.2507891743,0.2507891743,0.2507891743,0.1815854112,0.1815854112,0.1815854112
G:10B:5P:1S:1,0.339147145,0.339147145,0.339147145,0.2729019003,0.2729019003,0.2729019003
G:10B:5P:2S:0,0.2643463657,0.2643463657,0.2643463657,0.1879181058,0.1879181058,0.1879181058
G:10B:5P:2S:1,0.349606253,0.349606253,0.349606253,0.2795582646,0.2795582646,0.2795582646
G:10B:5P:3S:0,0.27410209,0.27410209,0.27410209,0.1966843551,0.1966843551,0.1966843551
G:10B:5P:3S:1,0.3650809965,0.3650809965,0.3650809965,0.2862887536,0.2862887536,0.2862887536
G:10B:5P:4S:0,0.2840235182,0.2840235182,0.2840235182,0.2030675089,0.2030675089,0.2030675089
G:10B:5P:4S:1,0.3753955387,0.3753955387,0.3753955387,0.2930910786,0.2930910786,0.2930910786
G:10B:6P:0S:0,0.2443201658,0.2443201658,0.2443201658,0.1774442122,0.1774442122,0.1774442122
G:10B:6P:0S:1,0.3322767817,0.3322767817,0.3322767817,0.2644171908,0.2644171908,0.2644171908
G:10B:6P:1S:0,0.2540917906,0.2540917906,0.2540917906,0.1837106862,0.1837106862,0.1837106862
G:10B:6P:1S:1,0.3426466101,0.3426466101,0.3426466101,0.2751389955,0.2751389955,0.2751389955
G:10B:6P:2S:0,0.2676053603,0.2676053603,0.2676053603,0.1925070881,0.1925070881,0.1925070881
G:10B:6P:2S:1,0.3583076331,0.3583076331,0.3583076331,0.2818206192,0.2818206192,0.2818206192
G:10B:6P:3S:0,0.2774175644,0.2774175644,0.2774175644,0.1988271716,0.1988271716,0.1988271716
G:10B:6P:3S:1,0.3685316401,0.3685316401,0.3685316401,0.2885755997,0.2885755997,0.2885755997
G:10B:6P:4S:0,0.2873930385,0.2873930385,0.2873930385,0.205241877,0.205241877,0.205241877
G:10B:6P:4S:1,0.3788910813,0.3788910813,0.3788910813,0.2954016361,0.2954016361,0.2954016361
G:10B:7P:0S:0,0.2475839799,0.2475839799,0.2475839799,0.1795468754,0.1795468754,0.1795468754
G:10B:7P:0S:1,0.3357457612,0.3357457612,0.3357457612,0.2667097563,0.2667097563,0.2667097563
G:10B:7P:1S:0,0.2574135701,0.2574135701,0.2574135701,0.1858472636,0.1858472636,0.1858472636
G:10B:7P:1S:1,0.3461611302,0.3461611302,0.3461611302,0.2773846969,0.2773846969,0.2773846969
G:10B:7P:2S:0,0.2708835995,0.2708835995,0.2708835995,0.1946283848,0.1946283848,0.1946283848
G:10B:7P:2S:1,0.3617274568,0.3617274568,0.3617274568,0.2840913224,0.2840913224,0.2840913224
G:10B:7P:3S:0,0.2807514729,0.2807514729,0.2807514729,0.2009807572,0.2009807572,0.2009807572
G:10B:7P:3S:1,0.3719975749,0.3719975749,0.3719975749,0.2908705324,0.2908705324,0.2908705324
G:10B:7P:4S:0,0.2907801618,0.2907801618,0.2907801618,0.2074266349,0.2074266349,0.2074266349
G:10B:7P:4S:1,0.3824012941,0.3824012941,0.3824012941,0.2977200149,0.2977200149,0.2977200149
G:10B:8P:0S:0,0.2508675829,0.2508675829,0.2508675829,0.1816611177,0.1816611177,0.1816611177
G:10B:8P:0S:1,0.3392302888,0.3392302888,0.3392302888,0.2729816474,0.2729816474,0.2729816474
G:10B:8P:1S:0,0.2644237351,0.2644237351,0.2644237351,0.1879950013,0.1879950013,0.1879950013
G:10B:8P:1S:1,0.3496904547,0.3496904547,0.3496904547,0.2796389182,0.2796389182,0.2796389182
G:10B:8P:2S:0,0.2741808135,0.2741808135,0.2741808135,0.1967606974,0.1967606974,0.1967606974
G:10B:8P:2S:1,0.3651629754,0.3651629754,0.3651629754,0.2863702864,0.2863702864,0.2863702864
G:10B:8P:3S:0,0.2841035381,0.2841035381,0.2841035381,0.2031449846,0.2031449846,0.2031449846
G:10B:8P:3S:1,0.3754785938,0.3754785938,0.3754785938,0.2931734628,0.2931734628,0.2931734628
G:10B:8P:4S:0,0.2941846052,0.2941846052,0.2941846052,0.2096216533,0.2096216533,0.2096216533
G:10B:8P:4S:1,0.3859259654,0.3859259654,0.3859259654,0.300046125,0.300046125,0.300046125
G:10B:9P:0S:0,0.2541706592,0.2541706592,0.2541706592,0.1837867987,0.1837867987,0.1837867987
G:10B:9P:0S:1,0.3427301152,0.3427301152,0.3427301152,0.2752190514,0.2752190514,0.2752190514
G:10B:9P:1S:0,0.267683191,0.267683191,0.267683191,0.1925826576,0.1925826576,0.1925826576
G:10B:9P:1S:1,0.3583888735,0.3583888735,0.3583888735,0.2819015725,0.2819015725,0.2819015725
G:10B:9P:2S:0,0.27749673,0.27749673,0.27749673,0.1989039007,0.1989039007,0.1989039007
G:10B:9P:2S:1,0.3686139854,0.3686139854,0.3686139854,0.2886574228,0.2886574228,0.2886574228
