G:0B:6P:0S:0,0.8126651611,0.6259054896,0.4414567746,0.4414567746,0.4414567746,,G:0B:12P:3S:0,0.2807514729,0.2807514729,0.2807514729,0.2009807572,0.2009807572,0.2009807572,,G:0B:11P:4S:0,0.1063207406,0.1063207406,0.07013246663
G:0B:6P:0S:1,0.9054138542,0.7180993347,0.5318603388,0.5318603388,0.5318603388,,G:0B:12P:3S:1,0.3719975749,0.3719975749,0.3719975749,0.2908705324,0.2908705324,0.2908705324,,G:0B:11P:4S:1,0.2012373544,0.2012373544,0.1668156396
G:0B:6P:1S:0,0.9054138542,0.6957078305,0.4836551952,0.4836551952,0.4836551952,,G:0B:12P:4S:0,0.2907801618,0.2907801618,0.2907801618,0.2074266349,0.2074266349,0.2074266349,,G:0B:11P:5S:0,0.1094342176,0.1094342176,0.07192272253
G:0B:6P:1S:1,0.9997761301,0.7868021802,0.5751379516,0.5751379516,0.5751379516,,G:0B:12P:4S:1,0.3824012941,0.3824012941,0.3824012941,0.2977200149,0.2977200149,0.2977200149,,G:0B:11P:5S:1,0.2034587605,0.2034587605,0.1681864618
G:0B:6P:2S:0,0.9997761301,0.7636794074,0.5318603388,0.5318603388,0.5318603388,,G:0B:1P:0S:0,0.2092605667,0.2092605667,0.2092605667,0.1526969924,0.1526969924,0.1526969924,,G:0B:11P:6S:0,0.1115340722,0.1115340722,0.07320738817
G:0B:6P:2S:1,1,0.8571220413,0.6197907045,0.6197907045,0.6197907045,,G:0B:1P:0S:1,0.2938596341,0.2938596341,0.2938596341,0.2419726147,0.2419726147,0.2419726147,,G:0B:11P:6S:1,0.2056913229,0.2056913229,0.1695620913
G:10B:0P:0S:0,0.782555941,0.6037581925,0.4281535312,0.4281535312,0.4281535312,,G:0B:1P:1S:0,0.2186655223,0.2186655223,0.2186655223,0.1606479979,0.1606479979,0.1606479979,,G:0B:12P:0S:0,0.09773105719,0.09773105719,0.06411369538
G:10B:0P:0S:1,0.8750167873,0.6957078305,0.5130479281,0.5130479281,0.5130479281,,G:0B:1P:1S:1,0.3083702887,0.3083702887,0.3083702887,0.248531769,0.248531769,0.248531769,,G:0B:12P:0S:1,0.190148634,0.190148634,0.1618576884
G:10B:0P:1S:0,0.8750167873,0.6709282576,0.4698048496,0.4698048496,0.4698048496,,G:0B:1P:2S:0,0.2313180453,0.2313180453,0.2313180453,0.1667938119,0.1667938119,0.1667938119,,G:0B:12P:1S:0,0.09979902555,0.09979902555,0.06581669903
G:10B:0P:1S:1,0.9663871231,0.7636794074,0.5609527023,0.5609527023,0.5609527023,,G:0B:1P:2S:1,0.318399589,0.318399589,0.318399589,0.25517139,0.25517139,0.25517139,,G:0B:12P:1S:1,0.1923832421,0.1923832421,0.1632105636
G:10B:0P:2S:0,0.9663871231,0.7407674907,0.5130479281,0.5130479281,0.5130479281,,G:0B:1P:3S:0,0.2408455375,0.2408455375,0.2408455375,0.1751299383,0.1751299383,0.1751299383,,G:0B:12P:2S:0,0.1028200263,0.1028200263,0.06754638704
G:10B:0P:2S:1,1,0.8335530093,0.6051888172,0.6051888172,0.6051888172,,G:0B:1P:3S:1,0.3285775532,0.3285775532,0.3285775532,0.2618888414,0.2618888414,0.2618888414,,G:0B:12P:2S:1,0.1946293306,0.1946293306,0.1645684243
G:10B:1P:0S:0,0.8131260877,0.6259054896,0.441870397,0.441870397,0.441870397,,G:0B:1P:4S:0,0.2505540148,0.2505540148,0.2505540148,0.1813583794,0.1813583794,0.1813583794,,G:0B:12P:3S:0,0.1048993466,0.1048993466,0.06882742623
G:10B:1P:0S:1,0.9058798634,0.7180993347,0.5322854518,0.5322854518,0.5322854518,,G:0B:1P:4S:1,0.3388977659,0.3388977659,0.3388977659,0.2726627255,0.2726627255,0.2726627255,,G:0B:12P:3S:1,0.1968867354,0.1968867354,0.1659312217
G:10B:1P:1S:0,0.9058798634,0.6957078305,0.4840852284,0.4840852284,0.4840852284,,G:0B:2P:0S:0,0.2123987322,0.2123987322,0.2123987322,0.154759538,0.154759538,0.154759538,,G:0B:12P:4S:0,0.108019405,0.108019405,0.07058536562
G:10B:1P:1S:1,1,0.7868021802,0.5755781117,0.5755781117,0.5755781117,,G:0B:2P:0S:1,0.2972795034,0.2972795034,0.2972795034,0.244176186,0.244176186,0.244176186,,G:0B:12P:4S:1,0.2019501524,0.2019501524,0.1672989072
G:10B:1P:2S:0,1,0.7636794074,0.5322854518,0.5322854518,0.5322854518,,G:0B:2P:1S:0,0.2218689702,0.2218689702,0.2218689702,0.162709148,0.162709148,0.162709148,,G:0B:12P:5S:0,0.1101072517,0.1101072517,0.07237503706
G:10B:1P:2S:1,1,0.8571220413,0.6202432799,0.6202432799,0.6202432799,,G:0B:2P:1S:1,0.3117231589,0.3117231589,0.3117231589,0.2507627776,0.2507627776,0.2507627776,,G:0B:12P:5S:1,0.20417516,0.20417516,0.1686714317
G:10B:2P:0S:0,0.8439342231,0.6483052571,0.4557859995,0.4557859995,0.4557859995,,G:0B:2P:2S:0,0.2344985927,0.2344985927,0.2344985927,0.1688912904,0.1688912904,0.1688912904,,G:0B:12P:6S:0,0.1122127378,0.1122127378,0.07419995099
G:10B:2P:0S:1,0.9373008585,0.7407674907,0.5465763631,0.5465763631,0.5465763631,,G:0B:2P:2S:1,0.3218031171,0.3218031171,0.3218031171,0.2574289514,0.2574289514,0.2574289514,,G:0B:12P:6S:1,0.2064112781,0.2064112781,0.1700487462
G:10B:2P:1S:0,0.9373008585,0.7180993347,0.4985324736,0.4985324736,0.4985324736,,G:0B:2P:3S:0,0.2440878017,0.2440878017,0.2440878017,0.1772196194,0.1772196194,0.1772196194,,G:0B:13P:0S:0,0.09839366876,0.09839366876,0.06456476746
G:10B:2P:1S:1,1,0.8101036123,0.5903567021,0.5903567021,0.5903567021,,G:0B:2P:3S:1,0.332029599,0.332029599,0.332029599,0.2641720575,0.2641720575,0.2641720575,,G:0B:13P:0S:1,0.1908656389,0.1908656389,0.1623346015
G:10B:2P:2S:0,1,0.7868021802,0.5465763631,0.5465763631,0.5465763631,,G:0B:2P:4S:0,0.2538552502,0.2538552502,0.2538552502,0.183482435,0.183482435,0.183482435,,G:0B:13P:1S:0,0.1004677756,0.1004677756,0.06626781983
G:10B:2P:2S:1,1,0.8807856608,0.635421279,0.635421279,0.635421279,,G:0B:2P:4S:1,0.3423961461,0.3423961461,0.3423961461,0.2748988935,0.2748988935,0.2748988935,,G:0B:13P:1S:1,0.193103955,0.193103955,0.1636892418
G:10B:3P:0S:0,0.8749235016,0.6709282576,0.4698898429,0.4698898429,0.4698898429,,G:0B:3P:0S:0,0.2155591728,0.2155591728,0.2155591728,0.1586723524,0.1586723524,0.1586723524,,G:0B:13P:2S:0,0.1034863639,0.1034863639,0.06799736436
G:10B:3P:0S:1,0.9662948808,0.7636794074,0.5610398043,0.5610398043,0.5610398043,,G:0B:3P:0S:1,0.3051141192,0.3051141192,0.3051141192,0.2463891111,0.2463891111,0.2463891111,,G:0B:13P:2S:1,0.1953536988,0.1953536988,0.1650488504
G:10B:3P:1S:0,0.9662948808,0.7407674907,0.5131358166,0.5131358166,0.5131358166,,G:0B:3P:1S:0,0.2250936617,0.2250936617,0.2250936617,0.1647827047,0.1647827047,0.1647827047,,G:0B:13P:3S:0,0.1055715972,0.1055715972,0.06975599005
G:10B:3P:1S:1,1,0.8335530093,0.6052785765,0.6052785765,0.6052785765,,G:0B:3P:1S:1,0.3150932856,0.3150932856,0.3150932856,0.2530028435,0.2530028435,0.2530028435,,G:0B:13P:3S:1,0.1976147059,0.1976147059,0.1664133786
G:10B:3P:2S:0,1,0.8101036123,0.5610398043,0.5610398043,0.5610398043,,G:0B:3P:2S:0,0.2377001782,0.2377001782,0.2377001782,0.1710007169,0.1710007169,0.1710007169,,G:0B:13P:4S:0,0.1086885535,0.1086885535,0.0710394859
G:10B:3P:2S:1,1,0.9045230676,0.6507130572,0.6507130572,0.6507130572,,G:0B:3P:2S:1,0.3252231883,0.3252231883,0.3252231883,0.2596952684,0.2596952684,0.2596952684,,G:0B:13P:4S:1,0.2026641131,0.2026641131,0.1677827776
G:10B:4P:0S:0,0.9057866442,0.6957078305,0.484171253,0.484171253,0.484171253,,G:0B:3P:3S:0,0.2473501903,0.2473501903,0.2473501903,0.1793210337,0.1793210337,0.1793210337,,G:0B:13P:5S:0,0.1107821083,0.1107821083,0.07282855048
G:10B:4P:0S:1,1,0.7868021802,0.5756661602,0.5756661602,0.5756661602,,G:0B:3P:3S:1,0.3354974584,0.3354974584,0.3354974584,0.2664637237,0.2664637237,0.2664637237,,G:0B:13P:5S:1,0.2048927074,0.2048927074,0.1691569983
G:10B:4P:1S:0,1,0.7636794074,0.532370494,0.532370494,0.532370494,,G:0B:3P:4S:0,0.2571756714,0.2571756714,0.2571756714,0.1856178083,0.1856178083,0.1856178083,,G:0B:13P:6S:0,0.1140135057,0.1140135057,0.07465265155
G:10B:4P:1S:1,1,0.8571220413,0.6203338083,0.6203338083,0.6203338083,,G:0B:3P:4S:1,0.3459095992,0.3459095992,0.3459095992,0.277143677,0.277143677,0.277143677,,G:0B:13P:6S:1,0.2071323664,0.2071323664,0.1705359916
G:10B:4P:2S:0,1,0.8335530093,0.5756661602,0.5756661602,0.5756661602,,G:0B:4P:0S:0,0.2187415454,0.2187415454,0.2187415454,0.160721395,0.160721395,0.160721395,,G:0B:14P:0S:0,0.09905826778,0.09905826778,0.06544175531
G:10B:4P:2S:1,1,0.9282023852,0.6661090558,0.6661090558,0.6661090558,,G:0B:4P:0S:1,0.3084499166,0.3084499166,0.3084499166,0.2486112907,0.2486112907,0.2486112907,,G:0B:14P:0S:1,0.1915838414,0.1915838414,0.1628121395
G:10B:5P:0S:0,0.9372056945,0.7180993347,0.4986194649,0.4986194649,0.4986194649,,G:0B:4P:1S:0,0.2313935258,0.2313935258,0.2313935258,0.1668685143,0.1668685143,0.1668685143,,G:0B:14P:1S:0,0.1011384708,0.1011384708,0.06672022775
G:10B:5P:0S:1,1,0.8101036123,0.5904456381,0.5904456381,0.5904456381,,G:0B:4P:1S:1,0.3184804313,0.3184804313,0.3184804313,0.2552518653,0.2552518653,0.2552518653,,G:0B:14P:1S:1,0.1938258485,0.1938258485,0.1641685388
G:10B:5P:1S:0,1,0.7868021802,0.5466624666,0.5466624666,0.5466624666,,G:0B:4P:2S:0,0.240922498,0.240922498,0.240922498,0.1752043662,0.1752043662,0.1752043662,,G:0B:14P:2S:0,0.1041546154,0.1041546154,0.06844960334
G:10B:5P:1S:1,1,0.8807856608,0.6355125176,0.6355125176,0.6355125176,,G:0B:4P:2S:1,0.3286595591,0.3286595591,0.3286595591,0.2619702382,0.2619702382,0.2619702382,,G:0B:14P:2S:1,0.1960792307,0.1960792307,0.1655298893
G:10B:5P:2S:0,1,0.8571220413,0.5904456381,0.5904456381,0.5904456381,,G:0B:4P:3S:0,0.2506323902,0.2506323902,0.2506323902,0.1814340421,0.1814340421,0.1814340421,,G:0B:14P:3S:0,0.1062457226,0.1062457226,0.07020786461
G:10B:5P:2S:1,1,0.9521270518,0.6815999883,0.6815999883,0.6815999883,,G:0B:4P:3S:1,0.3389808836,0.3389808836,0.3389808836,0.2727424393,0.2727424393,0.2727424393,,G:0B:14P:3S:1,0.2011582266,0.2011582266,0.1668961422
G:10B:6P:0S:0,0.9662026936,0.7407674907,0.5132237103,0.5132237103,0.5132237103,,G:0B:4P:4S:0,0.2641916601,0.2641916601,0.2641916601,0.187764357,0.187764357,0.187764357,,G:0B:14P:4S:0,0.109359549,0.109359549,0.07199802468
G:10B:6P:0S:1,1,0.8335530093,0.6053683406,0.6053683406,0.6053683406,,G:0B:4P:4S:1,0.3494378745,0.3494378745,0.3494378745,0.2793969896,0.2793969896,0.2793969896,,G:0B:14P:4S:1,0.2033792316,0.2033792316,0.1682672486
G:10B:6P:1S:0,1,0.8101036123,0.5611269121,0.5611269121,0.5611269121,,G:0B:5P:0S:0,0.2219455031,0.2219455031,0.2219455031,0.1627829909,0.1627829909,0.1627829909,,G:0B:14P:5S:0,0.1114587757,0.1114587757,0.07328325451
G:10B:6P:1S:1,1,0.9045230676,0.6508049481,0.6508049481,0.6508049481,,G:0B:5P:0S:1,0.3118032004,0.3118032004,0.3118032004,0.2508426246,0.2508426246,0.2508426246,,G:0B:14P:5S:1,0.205611398,0.205611398,0.1696431594
G:10B:6P:2S:0,1,0.8807856608,0.6053683406,0.6053683406,0.6053683406,,G:0B:5P:1S:0,0.2345745777,0.2345745777,0.2345745777,0.1689664222,0.1689664222,0.1689664222,,G:0B:14P:6S:0,0.1146863135,0.1146863135,0.07510652168
G:10B:6P:2S:1,1,0.9746588694,0.6971769102,0.6971769102,0.6971769102,,G:0B:5P:1S:1,0.3218843561,0.3218843561,0.3218843561,0.2575097412,0.2575097412,0.2575097412,,G:0B:14P:6S:1,0.2078545831,0.2078545831,0.1733243518
G:11B:0P:0S:0,0.7978532192,0.6147984089,0.435027546,0.435027546,0.435027546,,G:0B:5P:2S:0,0.244165245,0.244165245,0.244165245,0.1772944687,0.1772944687,0.1772944687,,G:0B:15P:0S:0,0.09972484065,0.09972484065,0.06589179603
G:11B:0P:0S:1,0.890535097,0.706866964,0.5204485212,0.5204485212,0.5204485212,,G:0B:5P:2S:1,0.3321119843,0.3321119843,0.3321119843,0.2642537578,0.2642537578,0.2642537578,,G:0B:15P:0S:1,0.192303236,0.192303236,0.1632903002
G:11B:0P:1S:0,0.890535097,0.6823147359,0.4769662646,0.4769662646,0.4769662646,,G:0B:5P:3S:0,0.2539340861,0.2539340861,0.2539340861,0.1835585043,0.1835585043,0.1835585043,,G:0B:15P:1S:0,0.1027461075,0.1027461075,0.06762146192
G:11B:0P:1S:1,0.9825840707,0.7752164747,0.5682894346,0.5682894346,0.5682894346,,G:0B:5P:3S:1,0.3424796256,0.3424796256,0.3424796256,0.2749789165,0.2749789165,0.2749789165,,G:0B:15P:1S:1,0.1945489173,0.1945489173,0.1646484526
G:11B:0P:2S:0,0.9825840707,0.7521950432,0.5204485212,0.5204485212,0.5204485212,,G:0B:5P:4S:0,0.2674497316,0.2674497316,0.2674497316,0.1923559918,0.1923559918,0.1923559918,,G:0B:15P:2S:0,0.1048247683,0.1048247683,0.0689030947
G:11B:0P:2S:1,1,0.8453242244,0.612745066,0.612745066,0.612745066,,G:0B:5P:4S:1,0.3581451793,0.3581451793,0.3581451793,0.2816587445,0.2816587445,0.2816587445,,G:0B:15P:2S:1,0.1968059208,0.1968059208,0.166011539
G:11B:1P:0S:0,0.8285504794,0.6370756719,0.4488456726,0.4488456726,0.4488456726,,G:0B:6P:0S:0,0.2251706961,0.2251706961,0.2251706961,0.1648569878,0.1648569878,0.1648569878,,G:0B:15P:3S:0,0.1079451697,0.1079451697,0.07066096776
G:11B:1P:0S:1,0.9215562993,0.7294008787,0.5394515383,0.5394515383,0.5394515383,,G:0B:6P:0S:1,0.3151737351,0.3151737351,0.3151737351,0.2530830121,0.2530830121,0.2530830121,,G:0B:15P:3S:1,0.2018708952,0.2018708952,0.1673795104
G:11B:1P:1S:0,0.9215562993,0.706866964,0.491331924,0.491331924,0.491331924,,G:0B:6P:1S:0,0.2377766604,0.2377766604,0.2377766604,0.1710762725,0.1710762725,0.1710762725,,G:0B:15P:4S:0,0.1100323799,0.1100323799,0.07245053959
G:11B:1P:1S:1,1,0.7984325272,0.5829931254,0.5829931254,0.5829931254,,G:0B:6P:1S:1,0.3253048182,0.3253048182,0.3253048182,0.2597763689,0.2597763689,0.2597763689,,G:0B:15P:4S:1,0.2040955032,0.2040955032,0.1687523181
G:11B:1P:2S:0,1,0.7752164747,0.5394515383,0.5394515383,0.5394515383,,G:0B:6P:2S:0,0.2474281089,0.2474281089,0.2474281089,0.1793962995,0.1793962995,0.1793962995,,G:0B:15P:5S:0,0.1121372421,0.1121372421,0.07427531954
G:11B:1P:2S:1,1,0.8689434388,0.6278628959,0.6278628959,0.6278628959,,G:0B:6P:2S:1,0.3355802172,0.3355802172,0.3355802172,0.2665457239,0.2665457239,0.2665457239,,G:0B:15P:5S:1,0.206331227,0.206331227,0.1701299128
G:11B:2P:0S:0,0.8594558461,0.6595906268,0.4628572843,0.4628572843,0.4628572843,,G:0B:6P:3S:0,0.2572549603,0.2572549603,0.2572549603,0.1856942791,0.1856942791,0.1856942791,,G:0B:15P:6S:0,0.1153608965,0.1153608965,0.07556155358
G:11B:2P:0S:1,0.9517248786,0.7521950432,0.5538304191,0.5538304191,0.5538304191,,G:0B:6P:3S:1,0.3459934345,0.3459934345,0.3459934345,0.2772240061,0.2772240061,0.2772240061,,G:0B:15P:6S:1,0.2085779234,0.2085779234,0.1738024876
G:11B:2P:1S:0,0.9517248786,0.7294008787,0.5058590283,0.5058590283,0.5058590283,,G:0B:6P:4S:0,0.2707270604,0.2707270604,0.2707270604,0.1944764968,0.1944764968,0.1944764968,,G:0B:16P:0S:0,0.1003933738,0.1003933738,0.06634313203
G:11B:2P:1S:1,1,0.8218116517,0.5978450275,0.5978450275,0.5978450275,,G:0B:6P:4S:1,0.3615642506,0.3615642506,0.3615642506,0.2839288544,0.2839288544,0.2839288544,,G:0B:16P:0S:1,0.1930238173,0.1930238173,0.1637690817
G:11B:2P:2S:0,1,0.7984325272,0.5538304191,0.5538304191,0.5538304191,,G:0B:7P:0S:0,0.2314690184,0.2314690184,0.2314690184,0.1669432322,0.1669432322,0.1669432322,,G:0B:16P:1S:0,0.1034122316,0.1034122316,0.06807265016
G:11B:2P:2S:1,1,0.8926462477,0.6430993341,0.6430993341,0.6430993341,,G:0B:7P:0S:1,0.3185612831,0.3185612831,0.3185612831,0.2553323518,0.2553323518,0.2553323518,,G:0B:16P:1S:1,0.1952731559,0.1952731559,0.165128981
